number,solution,myTime,bp1time,bp2time,bp3time
274,427,0.0089,0.004,0.0795,0.0611
284,428,0.004,0.0521,0.3645,0.0641
304,340,0.0027,0.0016,0.1673,0.0148
308,380,0.0027,0.0018,0.0311,0.0263
314,341,0.0051,0.0026,0.0173,0.0139
334,343,0.1506,0.003,0.0089,0.0073
347,374,0.0225,0.002,0.0119,0.0272
352,523,0.0032,0.0186,0.1658,0.3083
353,533,0.0035,0.0019,0.0683,0.2258
363,633,0.0053,0.0074,0.2742,0.187
377,737,0.0033,0.0018,0.2216,0.2198
380,803,0.037,0.0068,0.1984,0.1562
386,638,0.0061,0.0023,0.2969,0.314
397,739,0.0038,0.002,0.1842,0.1366
408,480,0.0024,0.0016,0.0387,0.0326
437,473,0.0071,0.0033,0.0277,0.8102
438,483,0.003,0.0019,0.0199,0.0173
440,-1,0.0041,0.0012,0.0018,0.0011
442,-1,0.0039,0.0008,0.0014,0.0029
450,504,0.006,0.0021,0.0913,0.0584
455,545,0.005,0.0024,0.0717,0.0552
456,465,0.0089,0.0037,0.0074,0.0057
459,495,0.0026,0.0017,0.0197,0.0157
470,704,0.0035,0.0021,0.2013,0.0842
476,647,0.0033,0.0019,0.1471,0.0913
477,747,0.0036,0.0021,0.6357,0.135
482,824,0.0039,0.0031,0.3173,0.1346
488,848,0.0036,0.0023,0.364,0.3999
495,549,0.0053,0.0024,0.0307,0.0625
530,-1,0.0021,0.0008,0.0012,0.0011
534,543,0.0027,0.0016,0.0049,0.0046
549,594,0.0024,0.0016,0.0202,0.085
567,576,0.0031,0.0019,0.0065,0.0054
577,757,0.0102,0.0046,0.0952,0.0722
582,825,0.0076,0.0034,0.1437,0.1414
584,845,0.0031,0.0022,0.3328,0.5963
587,758,0.0033,0.0019,0.0631,0.1174
588,858,0.005,0.0024,0.1665,0.2346
596,659,0.0032,0.0021,0.0451,0.06
604,640,0.003,0.0018,0.0388,0.533
626,662,0.0087,0.0085,0.0221,0.0378
642,-1,0.0023,0.0008,0.0015,0.0011
654,-1,0.0022,0.0008,0.0013,0.0012
656,665,0.0025,0.0018,0.0064,0.0058
703,730,0.0116,0.0046,0.0353,0.0393
718,781,0.0027,0.0017,0.0274,0.0246
725,752,0.0033,0.0018,0.0162,0.0122
738,783,0.0035,0.0022,0.0208,0.0752
740,-1,0.003,0.001,0.0014,0.001
750,-1,0.0027,0.001,0.0013,0.001
759,795,0.0028,0.0018,0.0181,0.0142
767,776,0.0032,0.0018,0.0086,0.0061
785,857,0.0213,0.0027,0.0478,0.0273
789,798,0.0027,0.0017,0.0051,0.0052
801,810,0.0031,0.0017,0.0057,0.005
815,851,0.0038,0.0038,0.0373,0.0492
828,882,0.0038,0.0023,0.0441,0.0228
849,894,0.003,0.0018,0.0253,0.0225
850,-1,0.0276,0.001,0.0015,0.001
866,-1,0.0051,0.0011,0.0016,0.0038
875,-1,0.0026,0.0008,0.0014,0.0011
891,918,0.0058,0.0026,0.0183,0.0137
892,928,0.0096,0.0032,0.0633,0.0516
916,961,0.008,0.0041,0.0304,0.0211
940,-1,0.0032,0.0009,0.0017,0.0012
941,-1,0.0022,0.0007,0.0012,0.001
950,-1,0.002,0.0007,0.0013,0.0008
966,-1,0.0038,0.0009,0.0014,0.0012
983,-1,0.002,0.0007,0.0012,0.0011
985,-1,0.0032,0.0009,0.0032,0.0012
996,-1,0.0085,0.0014,0.0023,0.0024
999,-1,0.0028,0.0009,0.0011,0.0009
1315,1351,0.0042,0.002,0.0191,0.0168
1491,1914,0.008,0.0034,0.1693,0.1846
1502,1520,0.0035,0.0018,0.0107,0.0104
1549,1594,0.0052,0.0025,0.0166,0.0216
1680,1806,0.0035,0.0021,0.144,0.0575
1813,1831,0.0097,0.0038,0.0096,0.0097
1955,5159,0.0085,0.0033,1.3516,1.593
2182,2218,0.0048,0.0024,0.0367,0.0167
2220,-1,0.0033,0.001,0.0012,0.0011
2252,2522,0.0041,0.0024,0.1108,0.2516
2397,2739,0.0055,0.0023,0.1483,0.1391
2516,2561,0.0025,0.0015,0.0173,0.0198
2846,2864,0.0037,0.002,0.0092,0.0106
3161,3611,0.0043,0.0021,0.4996,0.1841
3282,3822,0.0173,0.0059,0.3549,0.2545
3330,-1,0.0039,0.001,0.0012,0.0011
3369,3396,0.0139,0.0049,0.3644,0.0132
3419,3491,0.0094,0.0038,0.0525,0.0356
3472,3724,0.0073,0.0034,0.0843,0.1177
3552,5235,0.0122,0.0045,0.8048,0.8576
3568,3586,0.0029,0.0018,0.0079,0.0092
3622,6223,0.0054,0.0025,1.0015,1.3064
3643,4336,0.0097,0.0036,0.386,0.3644
3862,6238,0.0107,0.0044,0.989,1.2148
3876,6378,0.0052,0.0026,1.0046,1.1911
3943,4339,0.0103,0.0044,0.1353,0.1639
3963,6339,0.0059,0.0026,1.0005,1.2387
4131,4311,0.018,0.0056,0.0654,0.0884
4252,4522,0.0039,0.0021,0.099,0.1183
4311,-1,0.0041,0.001,0.0011,0.001
4736,4763,0.007,0.0031,0.0137,0.0144
4754,5447,0.0149,0.0052,0.2586,0.4099
4765,5467,0.0062,0.0027,0.2494,0.3034
4820,8024,0.0043,0.0024,1.3998,1.6649
4829,4892,0.004,0.0022,0.023,0.032
4950,5049,0.0051,0.0025,0.0397,0.045
5088,5808,0.0041,0.0025,0.2482,0.4078
5121,5211,0.0037,0.0021,0.095,0.2608
5392,5923,0.0043,0.0022,0.3822,0.282
5416,5461,0.0034,0.0019,0.027,0.0201
5454,5544,0.0115,0.0043,0.0362,0.0428
5553,-1,0.0051,0.0013,0.0016,0.0016
5825,5852,0.0023,0.0015,0.0103,0.013
5873,7358,0.0054,0.0027,0.5883,0.8432
5923,5932,0.0034,0.0019,0.0044,0.0057
6071,6107,0.0043,0.0021,0.0229,0.017
6149,6194,0.0036,0.0019,0.0176,0.0218
6167,6176,0.0025,0.0016,0.0559,0.0056
6281,6812,0.0033,0.002,0.1925,0.3671
6418,6481,0.007,0.0034,0.0231,0.029
6441,-1,0.0073,0.0017,0.0023,0.0013
6528,6582,0.0029,0.0015,0.0205,0.0261
6583,6835,0.0101,0.0037,0.1303,0.2473
6587,6758,0.0108,0.0043,0.0567,0.0781
6647,6674,0.0037,0.0021,0.0109,0.0133
6706,6760,0.0033,0.002,0.0201,0.0256
6740,7046,0.0063,0.0033,0.1362,0.1296
6789,6798,0.0243,0.0029,0.0066,0.0059
6853,8356,0.0058,0.0026,0.8563,0.8716
6870,7068,0.0043,0.0022,0.0733,0.0872
6906,6960,0.0026,0.0017,0.0204,0.0287
7005,7050,0.0052,0.0026,0.0194,0.0231
7030,7300,0.0065,0.0032,0.1706,0.1909
7222,-1,0.0045,0.0012,0.0013,0.0012
7256,7265,0.0034,0.002,0.0046,0.0055
7264,7426,0.0042,0.0022,0.057,0.0702
7275,7527,0.0036,0.0019,0.0923,0.1108
7542,-1,0.0033,0.001,0.0011,0.001
7769,7796,0.003,0.0016,0.0113,0.0134
7874,8477,0.0055,0.0026,0.2144,0.4114
7967,7976,0.0033,0.002,0.0056,0.0055
8001,8010,0.0028,0.0018,0.0047,0.0058
8074,8407,0.0087,0.0036,0.1211,0.178
8115,8151,0.0115,0.0047,0.0153,0.0185
8257,8275,0.0071,0.0031,0.0084,0.0107
8271,8712,0.0041,0.0023,0.274,0.1858
8417,8471,0.0032,0.0018,0.0285,0.0236
8674,8746,0.0063,0.003,0.0361,0.0347
8738,8783,0.0047,0.0022,0.0185,0.0206
8882,-1,0.0038,0.001,0.0012,0.0011
8975,9578,0.006,0.0027,0.3968,0.3248
9056,9065,0.0031,0.0017,0.005,0.0057
9129,9192,0.0087,0.0036,0.0665,0.0297
9160,9601,0.0047,0.0025,0.2381,0.2025
9420,-1,0.0037,0.0009,0.0016,0.001
9527,9572,0.0026,0.0016,0.0159,0.0197
9560,9605,0.0101,0.0041,0.0502,0.0284
9592,9925,0.0053,0.0027,0.1295,0.1326
9811,-1,0.0041,0.001,0.0015,0.0011
9964,-1,0.0028,0.0008,0.0011,0.0011
10413,10431,0.0043,0.0019,0.0107,0.0104
13412,13421,0.0037,0.0019,0.0061,0.0068
14357,14375,0.0046,0.0022,0.01,0.0109
14922,19224,0.0053,0.0027,2.586,2.4721
15244,15424,0.0039,0.0022,0.0926,0.1038
16233,16323,0.0067,0.0026,0.1534,0.0485
16634,16643,0.0029,0.0018,0.0057,0.0059
19768,19786,0.0157,0.0058,0.0134,0.012
21706,21760,0.0029,0.0016,0.0267,0.0266
21724,21742,0.0025,0.0016,0.0097,0.0106
23885,25388,0.0061,0.003,1.0376,0.8491
24250,24502,0.0057,0.0026,0.2206,0.1393
24559,24595,0.0027,0.0016,0.0177,0.0191
24563,24635,0.0054,0.0028,0.0307,0.0364
25517,25571,0.0033,0.0019,0.0263,0.0257
26849,26894,0.0031,0.0017,0.0234,0.0233
28710,70128,0.0062,0.0025,22.4259,28.3396
30160,30601,0.0044,0.0024,0.2272,0.3241
33867,33876,0.0025,0.0015,0.0054,0.0056
34385,34538,0.0042,0.0019,0.073,0.0702
35169,35196,0.0028,0.0016,0.0138,0.0153
36330,60333,0.0059,0.0028,12.7019,15.6688
36813,36831,0.0139,0.0057,0.0163,0.0123
37536,37563,0.003,0.0018,0.0162,0.0157
38413,38431,0.0072,0.0032,0.0112,0.0115
38643,43368,0.0158,0.0067,2.6029,2.6143
39544,43459,0.0091,0.0034,2.0002,2.3046
40121,40211,0.0044,0.0023,0.0471,0.0463
40690,40906,0.0043,0.0023,0.1505,0.1685
41096,41609,0.0105,0.0042,0.2582,0.2513
42020,42200,0.005,0.0027,0.0881,0.091
42058,42085,0.0037,0.0018,0.0146,0.0165
42799,42979,0.0058,0.0026,0.0928,0.0913
43043,43304,0.0038,0.002,0.1271,0.1277
44054,44405,0.0225,0.0019,0.5372,0.201
44648,44684,0.0028,0.0016,0.0413,0.0513
46264,46426,0.005,0.0024,0.0716,0.0848
48344,48434,0.0042,0.0023,0.0448,0.0478
48540,50448,0.0085,0.0032,1.0766,1.0766
49415,49451,0.0041,0.0024,0.0187,0.0227
54809,54890,0.0059,0.0028,0.034,0.0393
56921,59126,0.012,0.0048,1.1532,1.1771
57375,57537,0.0036,0.0022,0.1518,0.0852
61591,61915,0.0047,0.0022,0.1331,0.1705
61612,61621,0.008,0.0035,0.0055,0.0065
62752,65227,0.007,0.0029,1.3312,1.3418
62953,63259,0.0052,0.0024,0.1493,0.1542
63032,63203,0.0069,0.0031,0.0734,0.0862
63362,63623,0.0054,0.0028,0.1306,0.1318
64341,64413,0.0057,0.0027,0.0309,0.0367
64485,64548,0.0067,0.0025,0.0296,0.0494
66815,66851,0.014,0.0052,0.0203,0.0189
66902,66920,0.0076,0.0035,0.0107,0.0108
68345,68354,0.0096,0.0024,0.0057,0.0062
71457,71475,0.0034,0.0019,0.0104,0.0104
72797,72977,0.0243,0.0043,0.0904,0.0923
73455,73545,0.0142,0.0054,0.0546,0.0479
73978,73987,0.003,0.0017,0.0063,0.0065
76543,-1,0.0065,0.0014,0.0017,0.0012
76848,76884,0.0048,0.0022,0.018,0.0187
78812,78821,0.0126,0.0046,0.0073,0.0066
79054,79405,0.0115,0.0046,0.1661,0.3029
79629,79692,0.0132,0.005,0.0339,0.0348
81988,88189,0.0051,0.0023,3.2467,3.6881
82147,82174,0.0073,0.0032,0.0149,0.0159
82327,82372,0.0125,0.0052,0.0224,0.0244
83116,83161,0.0037,0.0019,0.0229,0.0249
83418,83481,0.0029,0.0017,0.0466,0.0322
83538,83583,0.0038,0.0019,0.025,0.0237
84128,84182,0.003,0.0018,0.0542,0.0443
84184,84418,0.0056,0.0025,0.1076,0.1188
84513,84531,0.0133,0.0055,0.0108,0.0121
86044,86404,0.004,0.002,0.1702,0.3403
86338,86383,0.0033,0.0019,0.0233,0.025
88467,88476,0.0026,0.0016,0.0079,0.1791
88570,88705,0.0094,0.0041,0.0632,0.0672
88672,88726,0.0047,0.0022,0.0253,0.0283
91252,91522,0.0034,0.002,0.1289,0.1296
91644,94146,0.0199,0.0024,1.3957,1.5531
93498,93849,0.004,0.0021,0.2539,0.1839
94249,94294,0.0028,0.0016,0.0241,0.0235
95043,95304,0.0054,0.0025,0.116,0.1501
95200,-1,0.0045,0.001,0.0013,0.0011
96110,-1,0.0143,0.0025,0.0032,0.0017
96119,96191,0.0039,0.0019,0.0376,0.038
96208,96280,0.0025,0.0014,0.0337,0.0359
97148,97184,0.0047,0.0022,0.0175,0.0193
97168,97186,0.0045,0.0024,0.0103,0.0114
98834,98843,0.004,0.0021,0.0053,0.0061
99932,-1,0.0092,0.0014,0.0016,0.0012
114660,116046,0.0057,0.0028,0.9357,0.7278
124295,124529,0.0098,0.0039,0.1319,0.147
147310,170134,0.0083,0.0033,14.8189,16.2226
156872,157268,0.0049,0.0022,0.2107,0.2326
158980,159088,0.0116,0.0042,0.0568,0.1989
162293,162329,0.0219,0.007,0.0246,0.024
172248,172284,0.0204,0.0028,0.3055,0.0231
178093,178309,0.0054,0.0024,0.1136,0.1137
184208,184280,0.003,0.0019,0.0404,0.0414
199171,199711,0.0168,0.0059,0.2942,0.6015
202692,202926,0.0044,0.0023,0.4078,0.1452
213119,213191,0.0081,0.0037,0.0608,0.088
216772,217267,0.0067,0.003,0.3134,0.2652
247119,247191,0.0068,0.0041,0.158,0.056
258997,259789,0.006,0.0026,0.4317,0.571
272121,272211,0.0068,0.0033,0.0513,0.0535
281809,281890,0.003,0.0017,0.0432,0.0431
285624,285642,0.0184,0.0064,0.0135,0.1866
291911,299111,0.018,0.0071,4.9178,4.6777
294573,294735,0.0061,0.0031,0.1077,0.1027
296154,296415,0.0042,0.0023,0.1607,0.1908
304798,304879,0.0043,0.0022,0.0481,0.0492
305803,305830,0.0035,0.0018,0.0197,0.0173
316332,321336,0.0058,0.0026,2.9663,3.0107
318891,318918,0.0039,0.0021,0.0155,0.018
326843,328346,0.0126,0.0046,0.9415,0.9546
330373,330733,0.0045,0.0026,0.2209,0.2265
332766,336267,0.0247,0.0028,2.2583,2.1084
334265,334526,0.0076,0.0037,0.1506,0.2512
348586,348658,0.0047,0.0023,0.0418,0.0453
367658,367685,0.0041,0.0022,0.0158,0.0167
376565,376655,0.0038,0.0021,0.0657,0.0484
383483,383834,0.0052,0.0027,0.1941,0.2681
385859,385895,0.0182,0.0064,0.0245,0.0217
407360,407603,0.0048,0.0026,0.1468,0.1435
424114,424141,0.0031,0.0017,0.0159,0.0179
462080,462800,0.0136,0.005,0.3984,0.6586
465915,465951,0.0038,0.002,0.0215,0.024
481291,481912,0.0055,0.0025,0.366,0.492
489257,489275,0.0059,0.0028,0.0316,0.028
505508,505580,0.0032,0.0018,0.0423,0.0416
506485,506548,0.0082,0.0036,0.042,0.0471
521414,521441,0.0049,0.0024,0.0171,0.0174
543906,543960,0.0038,0.0022,0.0316,0.0339
553779,553797,0.0043,0.0022,0.0121,0.0123
583060,583600,0.0056,0.0023,0.3007,0.3226
594672,594726,0.004,0.0023,0.0318,0.0329
642105,642150,0.0027,0.0018,0.0282,0.0278
647582,647825,0.0113,0.0045,0.1418,0.1495
652686,652866,0.0051,0.0026,0.1006,0.0999
657319,657391,0.0034,0.0017,0.0417,0.0422
659861,661589,0.0135,0.0046,1.067,1.2294
661631,663116,0.0069,0.0031,0.9101,0.8086
663012,663021,0.004,0.002,0.0067,0.0071
667341,667413,0.0047,0.0023,0.0461,0.0433
682430,683024,0.021,0.0071,0.4696,0.3978
740005,740050,0.0062,0.0031,0.0688,0.0271
740528,740582,0.0036,0.0021,0.0301,0.033
751949,751994,0.0033,0.002,0.0281,0.0255
769048,769084,0.009,0.004,0.0221,0.0368
784509,784590,0.0031,0.0018,0.0766,0.0739
812343,812433,0.0045,0.0025,0.0508,0.0515
828188,828818,0.0119,0.0049,0.3422,0.4011
829870,870289,0.0078,0.0029,26.1953,30.9205
831217,831271,0.0042,0.002,0.0294,0.0297
834252,834522,0.0047,0.0023,0.1772,0.2755
836244,836424,0.0062,0.0028,0.105,0.1107
838730,870338,0.0176,0.0065,19.1117,23.365
840466,840646,0.0042,0.0022,0.1018,0.1034
851790,851907,0.0035,0.002,0.0927,0.097
861901,861910,0.0102,0.0039,0.0072,0.0073
863491,863914,0.0111,0.0046,0.2377,0.3717
871867,871876,0.0082,0.0034,0.0069,0.0067
876195,876519,0.0234,0.0021,0.2148,0.1752
882178,882187,0.0033,0.0019,0.0068,0.0077
907663,930667,0.0214,0.0071,15.6882,17.8813
919876,961789,0.0071,0.0028,29.9973,35.0952
921018,921081,0.0046,0.0026,0.0376,0.0397
924246,924264,0.0138,0.0053,0.0125,0.0128
929940,940299,0.0064,0.0026,6.6973,7.5635
930617,930671,0.0033,0.0019,0.0289,0.0329
938451,938514,0.0154,0.0061,0.036,0.0378
945981,948159,0.0101,0.0041,1.4103,1.3869
948232,948322,0.0144,0.0051,0.0565,0.0529
949561,949615,0.0043,0.0023,0.0505,0.0659
950704,950740,0.0093,0.0043,0.0279,0.0271
970572,970725,0.0329,0.0047,0.1607,0.1081
972312,972321,0.0042,0.0024,0.0069,0.0078
985691,985916,0.0043,0.0022,0.1502,0.1431
1230954,1234059,0.0061,0.0029,2.4075,2.3061
1386626,1386662,0.0031,0.0018,0.0245,0.0236
1455352,1455523,0.0051,0.0028,0.1196,0.1311
1605474,1605744,0.0061,0.0028,0.2217,0.5527
1631260,1631602,0.0087,0.0041,0.2268,0.234
1754038,1754083,0.008,0.0036,0.0296,0.0299
1866504,1866540,0.0046,0.0021,0.0276,0.0292
1932539,1932593,0.0109,0.0041,0.0376,0.0366
1992009,1992090,0.0086,0.0037,0.0561,0.0548
2017574,2017745,0.0057,0.0029,0.1062,0.1038
2446138,2446183,0.0037,0.002,0.0286,0.028
2679285,2679528,0.0072,0.0031,0.1454,0.1523
2722796,2722967,0.0117,0.0053,0.1206,0.1199
2791072,2791207,0.0096,0.0037,0.0791,0.0825
2821391,2821913,0.0045,0.0023,0.5192,0.364
2938229,2938292,0.0036,0.0019,0.0398,0.0408
2988729,2988792,0.017,0.0059,0.0426,0.0462
3047752,3052477,0.0058,0.0025,3.4218,3.2426
3207474,3207744,0.0044,0.0023,0.3521,0.1917
3271025,3271052,0.0047,0.0023,0.0176,0.0181
3294884,3298448,0.0102,0.0039,3.6459,2.8907
3297170,3297701,0.0042,0.0023,0.3346,0.3207
3312711,3317112,0.006,0.0027,2.9436,3.3842
3315720,3317025,0.0085,0.0036,0.8507,0.9456
3412327,3412372,0.0029,0.0017,0.1828,0.0297
3508253,3508325,0.0109,0.0045,0.0495,0.0551
3522655,3525256,0.0149,0.0057,2.0677,1.929
3543894,3543948,0.0042,0.0022,0.0345,0.0473
3678338,3678383,0.0039,0.0022,0.0321,0.0332
3742342,3742423,0.0413,0.0053,0.1043,0.0678
4017481,4017814,0.0064,0.0028,0.2252,0.2131
4097055,4097505,0.0174,0.0061,0.27,0.4004
4189945,4189954,0.0028,0.0017,0.0079,0.0077
4237483,4237834,0.0048,0.0023,0.2412,0.2282
4246951,4249156,0.0051,0.0024,1.5439,1.5485
4321438,4321483,0.0163,0.0059,0.0337,0.0345
4413076,4413607,0.0081,0.0036,0.3387,0.3435
4494735,4494753,0.0043,0.0023,0.0146,0.0141
4559101,4559110,0.0036,0.002,0.0075,0.0081
4723420,4724023,0.006,0.0027,0.5447,0.4157
4792132,4792213,0.0051,0.0022,0.0521,0.0482
4797146,4797164,0.0037,0.002,0.013,0.0136
5092940,5094029,0.008,0.0032,0.799,0.8366
5280446,5280464,0.0027,0.0016,0.0266,0.0322
5453434,5453443,0.0075,0.0034,0.0091,0.0089
5527076,5527607,0.0043,0.0021,0.3029,0.4944
5610484,5610844,0.0049,0.003,0.2595,0.4125
5667011,5667101,0.0102,0.0038,0.0581,0.0601
5788453,5788534,0.0061,0.0031,0.0558,0.0613
5798806,5798860,0.0029,0.0018,0.0332,0.0356
6001241,6001412,0.0072,0.0038,0.1094,0.1061
6049017,6049071,0.0046,0.0022,0.0374,0.0395
6432379,6432397,0.0045,0.0022,0.0118,0.0124
6450338,6450383,0.0088,0.004,0.0333,0.037
6490850,6495008,0.0131,0.0047,3.1478,3.1037
6506126,6506162,0.0031,0.0017,0.0238,0.0234
6564168,6564186,0.004,0.0022,0.0144,0.0139
6700250,6700502,0.0043,0.0023,0.2688,0.1603
6721074,6721407,0.0203,0.0069,0.3222,0.2324
6753237,6753273,0.0098,0.0041,0.024,0.0257
6789034,6789043,0.003,0.0017,0.0069,0.0084
6794975,6795479,0.0064,0.0027,0.2894,0.2971
6979268,6979286,0.0039,0.0022,0.0149,0.0152
7182109,7182190,0.0031,0.0017,0.0504,0.0513
7338060,7338600,0.0108,0.0046,0.3704,0.4202
7404958,7404985,0.0211,0.0071,0.039,0.0233
7452457,7452475,0.0029,0.0017,0.0122,0.0128
7474300,7700344,0.0173,0.0056,157.6381,211.1849
7584253,7584325,0.0064,0.0029,0.0546,0.0535
7597869,7597896,0.0076,0.0032,0.0204,0.0183
7681220,7682012,0.0136,0.0055,0.4847,0.5766
8056826,8056862,0.0042,0.0026,0.0264,0.0272
8210069,8210096,0.0127,0.0059,0.0211,0.0214
8251492,8251924,0.0041,0.0021,0.2707,0.4362
8443883,8448338,0.0214,0.0061,3.1971,3.4152
8692449,8692494,0.0049,0.0023,0.0282,0.03
8728831,8731288,0.0125,0.0053,1.7222,1.8164
8801742,8802147,0.0208,0.0072,0.27,0.3981
8825446,8825464,0.0032,0.0019,0.0132,0.0177
9018284,9018428,0.0049,0.0024,0.0918,0.0924
9104380,9104803,0.004,0.0019,0.2605,0.3703
9120015,9120051,0.03,0.002,0.0233,0.024
9123750,9125037,0.0051,0.0022,0.8931,0.8046
9208338,9208383,0.0036,0.0023,0.0329,0.0352
9246110,9260114,0.0098,0.0036,10.9972,10.6685
9333521,9335123,0.0186,0.006,1.0881,1.04
9565320,9602355,0.0071,0.0031,26.2322,31.4504
9568488,9568848,0.0047,0.0023,0.2086,0.2165
9572671,9572716,0.005,0.0024,0.0308,0.0306
9617929,9617992,0.0038,0.002,0.0452,0.0551
9704197,9704719,0.0123,0.0053,0.3499,0.4522
9937965,9939567,0.0062,0.0029,1.3152,1.128
10034974,10037449,0.0071,0.0029,2.3934,2.4647
11418655,11451568,0.008,0.0031,27.4699,29.435
14396714,14396741,0.0032,0.002,0.0246,0.0209
15130011,15130101,0.0051,0.0023,0.0615,0.0641
16521485,16521548,0.0065,0.0028,0.0878,0.0495
17460209,17460290,0.007,0.0056,0.063,0.0572
17538861,17561388,0.0073,0.003,18.1624,18.7225
17659889,17659898,0.0053,0.0026,0.0119,0.0097
18254256,18254265,0.0036,0.002,0.0114,0.01
19367381,19367813,0.0114,0.0049,0.4363,0.3134
19440962,19442069,0.0256,0.0092,0.8126,0.757
21337605,21337650,0.0052,0.002,0.0338,0.0318
21587823,21587832,0.0048,0.0023,0.0081,0.0079
22165661,22166156,0.0182,0.0066,0.3442,0.3603
23607895,23607958,0.0067,0.0028,0.0449,0.0436
27205948,27205984,0.0134,0.0205,0.0276,0.0267
31233985,31235389,0.0133,0.005,1.1048,1.1178
31944194,31944419,0.0064,0.0027,0.2772,0.1555
32179244,32179424,0.0055,0.0027,0.2458,0.1331
33229206,33229260,0.1848,0.003,0.0725,0.0531
33964617,33964671,0.0113,0.0054,0.039,0.0387
34967621,34971266,0.0174,0.007,2.6973,3.1322
37572851,37575128,0.0142,0.0059,1.7226,1.7231
37937718,37937781,0.0036,0.0019,0.0416,0.0431
39407538,39407583,0.006,0.0029,0.0352,0.0327
39805694,39805946,0.0068,0.0027,0.2131,0.3149
40456888,40458688,0.013,0.0046,1.4051,1.3708
41229701,41229710,0.0032,0.0017,0.0112,0.0083
41582216,41582261,0.003,0.0017,0.0327,0.0475
41726945,41726954,0.0094,0.004,0.009,0.0086
42474620,42476024,0.0085,0.0036,0.9872,1.0966
42521715,42521751,0.009,0.004,0.0302,0.0264
45426261,45426612,0.0055,0.0025,0.2589,0.2438
47705403,47705430,0.0084,0.0037,0.0215,0.0224
49069029,49069092,0.0036,0.0019,0.0438,0.0432
50110631,50111036,0.0066,0.0028,0.2867,0.2817
51326678,51326687,0.0216,0.0062,0.0114,0.0183
51772111,52111177,0.0081,0.003,260.8551,299.8102
52023208,52023280,0.0051,0.0022,0.0478,0.0475
53164473,53164734,0.0054,0.0024,0.257,0.1803
55871847,55871874,0.0039,0.0022,0.0262,0.0195
56569099,56569909,0.0047,0.0025,0.5578,0.6721
57358173,57358317,0.0104,0.0042,0.1247,0.0959
57418819,57418891,0.0034,0.0019,0.1013,0.201
57602068,57602086,0.003,0.0017,0.0173,0.0138
58186181,58186811,0.0081,0.0034,0.4373,0.445
59118088,59118808,0.0044,0.0024,0.9241,0.5961
59829600,59860029,0.01,0.0038,23.4422,25.9512
62018751,62051178,0.0315,0.0061,25.5879,27.393
62495456,62495465,0.0171,0.0061,0.0174,0.0092
63210509,63210590,0.0048,0.0022,0.05,0.0511
64051465,64051546,0.0076,0.0035,0.0681,0.0541
64773966,64776369,0.0054,0.0024,1.9167,2.0394
65036936,65036963,0.0028,0.0017,0.0255,0.0189
66152032,66152203,0.0045,0.0021,0.1148,0.1185
68624752,68625247,0.006,0.0028,0.4724,0.3871
68625400,68640025,0.0067,0.0027,11.3649,11.1994
69946918,69946981,0.0063,0.0031,0.0467,0.0456
71266464,71266644,0.0061,0.0026,0.1243,0.1285
71302346,71302364,0.0138,0.0051,0.0147,0.0158
71680395,71680539,0.1089,0.0517,0.1576,0.1113
72098426,72098462,0.0031,0.0017,0.0255,0.0411
72875954,72879455,0.0056,0.0025,2.8168,2.6742
74080759,74080795,0.0038,0.0024,0.024,0.0249
74337966,74339667,0.0064,0.0027,1.2229,1.3196
74626373,74626733,0.0057,0.0026,0.2366,0.2446
75168779,75168797,0.0041,0.002,0.0189,0.0149
75936589,75936598,0.0088,0.0038,0.0097,0.009
77117991,77119179,0.017,0.006,0.9453,0.8456
77814603,77814630,0.0134,0.0054,0.0276,0.0213
78239710,78270139,0.0218,0.0067,24.3535,29.4492
80740071,80740107,0.0175,0.0066,0.0471,0.0329
80935056,80935065,0.0036,0.002,0.0078,0.0083
82297521,82512279,0.0214,0.0073,175.9064,195.2301
82555552,85225555,0.0091,0.0029,2038.1169,2339.3408
83270419,83270491,0.0142,0.0054,0.053,0.0495
84981607,84981670,0.0141,0.005,0.0445,0.0463
87631770,87637017,0.0048,0.0025,4.4311,4.1896
88721831,88723118,0.0118,0.0047,1.0574,0.8828
88739550,88750359,0.0086,0.0131,7.4457,8.2994
88991584,88991845,0.0191,0.0064,0.3111,0.185
90673214,90673241,0.0034,0.0018,0.0254,0.0212
91499443,91934449,0.0154,0.0051,345.2143,389.639
91522481,91522814,0.0043,0.0023,0.4709,0.2959
91971063,91971306,0.0037,0.0026,0.2054,0.1538
91989518,91989581,0.0044,0.002,0.052,0.0464
94460932,94462039,0.0055,0.0025,1.1416,0.9089
95563399,95563939,0.008,0.0034,0.3718,0.3773
95581513,95581531,0.004,0.002,0.0132,0.0149
97162377,97162737,0.0043,0.0022,0.2851,0.2869
97725207,97725270,0.0033,0.0018,0.0556,0.0486
102156911,102159116,0.0077,0.0031,2.0498,1.8553
110888936,110888963,0.0053,0.0024,0.0239,0.0217
117951852,117952158,0.0103,0.0039,0.4208,0.2317
121861075,121861507,0.0067,0.0029,0.3889,0.5183
130791061,130791106,0.0049,0.0023,0.0366,0.035
133654652,133655246,0.0189,0.0067,0.4589,0.5086
168423526,168423562,0.0033,0.0018,0.0283,0.0481
189594449,189594494,0.0081,0.0024,0.0713,0.0358
190835078,190835087,0.0312,0.0082,0.0115,0.0105
199204426,199204462,0.003,0.0017,0.1879,0.0331
200943411,200944113,0.0058,0.0033,0.5445,0.51
