number,solution,myTime,bp1time,bp2time,bp3time
174851312905995,174851312909559,0.0146,0.0056,5.9943,6.9768
175028867894160,175028867894601,0.0162,0.0063,0.8446,0.5948
175080887513636,175080887513663,0.0151,0.0066,0.0491,0.0404
175185057692901,175185057692910,0.0067,0.0035,0.0254,0.0158
175261924616902,175261924616920,0.0157,0.0061,0.0435,0.0386
175303191501416,175303191501461,0.0157,0.0056,0.0728,0.0602
175349082373379,175349082373397,0.0144,0.0057,0.0442,0.0311
175354984352380,175354984352803,0.0082,0.0039,0.7077,0.5795
175413164831730,175413164833017,0.0096,0.0066,2.1586,2.779
175532514499780,175532514499807,0.0216,0.0075,0.0535,0.0419
175579355205037,175579355205073,0.0175,0.007,0.0652,0.0552
175671208810085,175671208810508,0.033,0.0214,0.8585,0.7463
175778343033621,175778343036123,0.0175,0.0099,4.0742,5.388
175815233290083,175815233290308,0.017,0.0064,0.3477,0.2933
175836947525026,175836947525062,0.014,0.0066,0.0602,0.1326
176065216540371,176065216540713,0.0153,0.0061,0.5975,0.4447
176398274740336,176398274740363,0.0074,0.004,0.0519,0.0435
176423649577009,176423649577090,0.0103,0.0044,0.1403,0.1081
176457384628245,176457384628254,0.016,0.0065,0.0233,0.02
176504894751120,176504894751201,0.0105,0.0046,0.1735,0.1214
176633599737658,176633599737685,0.0162,0.0067,0.057,0.0451
176695070967550,176695070970556,0.0155,0.0059,6.1114,6.7867
176784227977876,176784227978677,0.06,0.0209,2.4985,1.5638
176784540926386,176784540926638,0.0082,0.0041,0.3947,0.3172
176883204509267,176883204509276,0.0084,0.0039,0.0177,0.016
176922733034422,176922733042234,0.0846,0.0099,20.2962,14.7154
176987966836398,176987966836839,0.0197,0.0074,0.6924,0.632
177040629883532,177040629885233,0.0115,0.0058,3.0207,4.1946
177114955286467,177114955286476,0.0069,0.0057,0.0203,0.0168
177129205271313,177129205271331,0.0111,0.0058,0.0372,0.0286
177139823974030,177139823974300,0.0081,0.004,0.6012,0.3472
177154339730853,177154339733058,0.0133,0.0061,4.7665,3.4591
177268674037990,177268674039079,0.0174,0.0075,1.8845,1.82
177371960948646,177371960948664,0.0083,0.0043,0.0336,0.0268
177395904733937,177395904733973,0.0086,0.0051,0.0869,0.0668
177503816056050,177503816056500,0.0435,0.0068,0.9398,0.5866
177553409867269,177553409867296,0.0123,0.0055,0.065,0.0638
177559785433395,177559785433539,0.0087,0.0042,0.2288,0.1975
177806578793955,177806578795359,0.0144,0.0431,2.5601,2.0089
177807466900177,177807466900717,0.0259,0.0078,1.4517,1.7833
177917382757701,177917382757710,0.0066,0.0038,0.0401,0.0181
177925003746468,177925003746486,0.0134,0.0201,0.069,0.029
178015168804047,178015168804074,0.0071,0.004,0.046,0.0387
178101617602350,178101617602503,0.0132,0.0061,0.2755,0.2331
178131960903104,178131960903140,0.0176,0.0054,0.0925,0.0821
178232168113957,178232168113975,0.015,0.0081,0.037,0.029
178251177052404,178251177052440,0.0088,0.0067,0.0544,0.0473
178471874714384,178471874714438,0.0153,0.0058,0.0947,0.0744
178567931354029,178567931354092,0.0116,0.007,0.1131,0.0874
178621465591341,178621465591413,0.0062,0.0032,0.1104,0.0952
178748392476925,178748392476952,0.0149,0.0061,0.0597,0.0431
178971289548008,178971289548080,0.0057,0.0031,0.1139,0.1091
179076268899803,179076268899830,0.0164,0.0059,0.0579,0.0435
179302300539491,179302300539914,0.0141,0.0091,0.7828,0.6093
179333845490349,179333845490394,0.056,0.0058,0.0787,0.0626
179359425388304,179359425388340,0.0141,0.0057,0.0619,0.0648
179475160302419,179475160302491,0.0105,0.0048,0.1028,0.095
179524866153394,179524866153439,0.0132,0.0058,0.1046,0.0786
179539032776394,179539032776439,0.0303,0.0088,0.0933,0.1083
179551607669075,179551607669507,0.0107,0.0047,0.6452,0.5414
179562053146980,179562053148069,0.0107,0.0053,1.6878,2.7063
179580694059904,179580694059940,0.0081,0.0069,0.0608,0.05
179603957611115,179603957611151,0.0093,0.0045,0.0597,0.05
179613298004374,179613298004437,0.0106,0.0042,0.1053,0.0818
179640431442925,179640431442952,0.0131,0.0061,0.05,0.0434
179673483488378,179673483488387,0.0094,0.0077,0.0232,0.0464
179704549073153,179704549073315,0.0091,0.0074,0.2654,0.2322
179739172643805,179739172643850,0.0171,0.006,0.0988,0.0631
179750168495969,179750168495996,0.0083,0.0038,0.0679,0.0411
179841393112646,179841393112664,0.0086,0.0037,0.03,0.0256
179962969444758,179962969444785,0.0146,0.0054,0.1454,0.0594
179976259557270,179976259557702,0.0165,0.0066,1.22,1.2688
180060011952937,180060011952973,0.0113,0.0055,0.0831,0.0517
180100488956781,180100488956817,0.0112,0.0063,0.084,0.0534
180175413663399,180175413663939,0.0119,0.0076,1.0872,0.7398
180341828847473,180341828847734,0.0132,0.0057,0.4593,0.3623
180478485124872,180478485127248,0.0159,0.0054,4.8937,3.6929
180707861046006,180707861046060,0.0158,0.0056,0.0807,0.0888
180749215038426,180749215038462,0.0137,0.0059,0.0903,0.0465
180781763554140,180781763554401,0.0109,0.0046,0.4028,0.3355
181181022633998,181181022638399,0.014,0.0053,7.1935,6.6701
181208514807367,181208514807376,0.0266,0.0071,0.0201,0.0173
181245180974024,181245180974042,0.0257,0.0064,0.0477,0.0476
181338804980705,181338804980750,0.0143,0.0465,0.08,0.065
181339712493937,181339712493973,0.0059,0.0033,0.0616,0.048
181432417310749,181432417310794,0.006,0.0034,0.0783,0.0682
181445517886831,181445517888136,0.0209,0.0106,2.459,2.2002
181466261563499,181466261563949,0.0566,0.0163,1.22,0.773
181496505623661,181496505626136,0.013,0.0048,4.5177,4.5483
181522440366223,181522440366232,0.0065,0.0038,0.0196,0.0169
181525981852771,181525981857127,0.0184,0.006,7.8646,7.8523
181707128168131,181707128168311,0.0136,0.0078,0.321,0.2574
181776807827550,181776807850257,0.019,0.0091,48.2076,45.386
181846790223187,181846790223718,0.0331,0.009,0.8909,0.7717
181881828825382,181881828825823,0.0135,0.006,0.6678,0.5794
181894913644705,181894913644750,0.0049,0.0027,0.0799,0.0743
181898595780344,181898595780434,0.0181,0.0075,0.157,0.1503
182177137602552,182177137605225,0.0225,0.0201,4.7967,5.0279
182246480380578,182246480380587,0.0098,0.0047,0.0347,0.0158
182379033029648,182379033029684,0.0294,0.0042,0.0621,0.0513
182490062017144,182490062017414,0.007,0.0031,0.4063,0.376
182505250910111,182505250911011,0.0162,0.0062,1.4954,1.3105
182542134317756,182542134317765,0.0115,0.0053,0.0536,0.0165
182613747413672,182613747413726,0.0144,0.006,0.0937,0.0702
182624194270977,182624194277079,0.0148,0.0074,10.2475,8.7144
182640915791780,182640915791807,0.0191,0.0111,0.0755,0.0492
182641034484562,182641034484625,0.0119,0.0055,0.7643,0.0818
182664548122270,182664548122702,0.0218,0.0116,3.5733,1.6108
182695386383900,182695386389003,0.014,0.0059,8.1131,7.4007
182820471823888,182820471828388,0.0166,0.0055,6.8885,6.8146
183043103413308,183043103413380,0.0052,0.0028,0.1163,0.0886
183061651601907,183061651601970,0.0333,0.0052,0.14,0.1164
183180937838016,183180937838061,0.0459,0.0103,0.1619,0.0748
183189213853173,183189213853317,0.0131,0.0051,0.3303,0.186
183200993949219,183200993949291,0.0075,0.0039,0.1166,0.0955
183219185900658,183219185900685,0.0279,0.0105,0.0524,0.0395
183281635849301,183281635849310,0.0148,0.0056,0.0213,0.018
183408950795044,183408950795404,0.1663,0.0086,1.1482,1.1102
183430834856571,183430834856715,0.0138,0.0068,0.4969,1.2156
183640837707305,183640837707350,0.0533,0.0061,0.0825,0.1124
183817811784403,183817811784430,0.0102,0.0042,0.0611,0.039
183920161827568,183920161827586,0.0195,0.0081,0.0371,0.0323
183992883186402,183992883186420,0.0284,0.0055,0.0478,0.0264
184008315548471,184008315548714,0.0192,0.0077,0.4043,0.3225
184023213942909,184023213942990,0.0138,0.0073,0.1495,0.2259
184099010329169,184099010329196,0.0186,0.0072,0.2027,0.1537
184209287269979,184209287269997,0.0164,0.0101,0.0376,0.0293
184447694590611,184447694591016,0.0516,0.0272,1.5749,0.5989
184679709888260,184679709888602,0.0187,0.0064,0.5361,0.5901
184735967509274,184735967509427,0.0104,0.0069,0.2483,0.2084
184822826182124,184822826182142,0.0167,0.0067,0.0516,0.0328
184877106284716,184877106284761,0.0093,0.0044,0.0782,0.0605
184977518956655,184977518965556,0.0176,0.0128,27.6371,16.5088
185012149770898,185012149770988,0.0114,0.0088,0.1779,0.1835
185154827477678,185154827477687,0.0102,0.0055,0.0208,0.0168
185306563070885,185306563075088,0.0111,0.0049,7.2528,6.5829
185390354921867,185390354921876,0.027,0.0106,0.031,0.0448
185638769724216,185638769724261,0.011,0.0048,0.0798,0.0647
185731918682040,185731918682400,0.0074,0.0057,0.6209,0.4952
185869948265398,185869948265839,0.0108,0.0043,0.675,0.561
186030093749367,186030093749376,0.0078,0.004,0.0204,0.0171
186163909845726,186163909845762,0.0114,0.0047,0.0663,0.0537
186170036730456,186170036730465,0.0129,0.0047,0.0341,0.0164
186201108229348,186201108229384,0.0072,0.0056,0.0621,0.0504
186216086592292,186216086592922,0.0088,0.0039,1.0518,1.4573
186238100334998,186238100338499,0.0215,0.0075,6.2845,6.8292
186323920226853,186323920228356,0.0127,0.0055,2.6007,2.3034
186329403515487,186329403515748,0.0179,0.0064,0.4128,0.8377
186333121262662,186333121266226,0.0118,0.0058,7.0039,6.3227
186466147272980,186466147278029,0.0147,0.0303,8.4152,9.3246
186644256175424,186644256175442,0.0108,0.0063,0.042,0.0564
186669259867236,186669259867263,0.0111,0.0038,0.0475,0.0366
186694132359347,186694132359374,0.0104,0.0056,0.0494,0.0394
186837845191230,186837845191302,0.011,0.0048,0.1352,0.1086
187056343811112,187056343811121,0.009,0.0044,0.0208,0.0177
187063822959327,187063822959372,0.006,0.0032,0.0822,0.0732
187101731990620,187101731992006,0.011,0.0051,3.5188,3.5772
187225071215434,187225071215443,0.0115,0.0066,0.0303,0.0257
187439739681782,187439739681827,0.0102,0.0089,0.0853,0.0676
187440569500499,187440569500949,0.0093,0.0039,0.8284,0.6982
187531422869696,187531422869966,0.0296,0.0055,0.5603,0.336
187677790133571,187677790133715,0.0187,0.0079,0.2375,0.192
187681478167567,187681478167576,0.0099,0.0076,0.0215,0.0176
187720972218501,187720972218510,0.0096,0.0062,0.0204,0.0376
187803690957543,187803690973455,0.0159,0.0083,28.1964,25.6676
187865118624551,187865118625145,0.0218,0.0291,1.289,1.1062
187986185542490,187986185542904,0.0155,0.0067,0.6744,0.5737
188085121317734,188085121317743,0.0065,0.0036,0.0229,0.0162
188117791527347,188117791527374,0.0162,0.0076,0.0558,0.0417
188135288039818,188135288039881,0.0081,0.0037,0.1021,0.1055
188315684550171,188315684550711,0.0132,0.0109,0.9987,0.8393
188321618301765,188321618305167,0.0379,0.0061,6.3396,5.8312
188372795160878,188372795160887,0.0088,0.0045,0.0197,0.0169
188417713782427,188417713782472,0.0105,0.0047,0.0695,0.0587
188459320895887,188459320897588,0.0204,0.0075,4.0263,3.6574
188625775442002,188625775442020,0.01,0.0041,0.0305,0.0259
188696118044005,188696118044050,0.1348,0.0077,0.275,0.068
188713640691173,188713640691317,0.0236,0.0074,0.3023,0.258
188751159949270,188751159949702,0.0144,0.0069,0.8247,0.6388
188770509922795,188770509922957,0.011,0.0048,0.3223,0.2109
188904054299844,188904054424899,0.0385,0.0053,201.9728,188.5678
188932840672661,188932840676126,0.0176,0.0067,8.0968,8.9599
189429378925572,189429378925725,0.0159,0.0062,0.232,0.2623
189437241830797,189437241830977,0.0118,0.0196,0.3184,0.2288
189471747773116,189471747773161,0.0133,0.0059,0.0757,0.0607
189575563165453,189575563165534,0.0105,0.008,0.1286,0.133
189601220164237,189601220164273,0.0091,0.005,0.0594,0.0494
189765251960392,189765251960923,0.0145,0.006,0.8034,0.7018
190038732791792,190038732791927,0.0132,0.0064,0.2431,0.2135
190040325996593,190040325996935,0.0126,0.0057,0.5641,0.4656
190041343911853,190041343913158,0.0082,0.0063,2.2709,2.0542
190062566184321,190062566211348,0.0375,0.0185,57.6899,47.6542
190171888179790,190171888179907,0.0118,0.0058,0.2603,0.4064
190280178797273,190280178797327,0.0096,0.0042,0.0899,0.0681
190420895645297,190420895645729,0.0082,0.0058,2.1676,0.5954
190499898684291,190499898684912,0.0103,0.0042,1.0591,1.2389
190755050841982,190755050842189,0.0078,0.0034,1.9842,0.2739
190864109120382,190864109120823,0.0152,0.006,0.7932,0.6247
190920125439030,190920125439300,0.0074,0.0037,0.4787,0.371
191006447748028,191006447748082,0.0159,0.0077,0.0946,0.0837
191041959338879,191041959338897,0.0122,0.0072,0.0374,0.0283
191132057361933,191132057363139,0.0111,0.0078,2.2488,3.6008
191136881954897,191136881954978,0.0254,0.0145,0.2611,0.1582
191144946489185,191144946489518,0.0247,0.0091,0.604,0.4512
191168217489572,191168217489725,0.0108,0.005,0.2433,0.1942
191189697514092,191189697514209,0.0186,0.0069,0.3482,0.1706
191256849609273,191256849609327,0.0147,0.005,0.0881,0.0971
191309723189585,191309723189855,0.0565,0.0545,0.796,0.4374
191497367708914,191497367708941,0.0126,0.0054,0.0658,0.0381
191541432847746,191541432847764,0.0084,0.0047,0.0478,0.0271
191579990432918,191579990432981,0.027,0.0051,0.1525,0.0952
191629171940929,191629171940992,0.0275,0.0068,0.146,0.1186
191680555616928,191680555616982,0.0121,0.0057,0.1149,0.0817
191748278473130,191748278473301,0.0082,0.0041,0.2765,0.2184
191768367767266,191768367767626,0.0172,0.0067,0.621,0.5462
191836548698951,191836548699158,0.015,0.0063,0.341,0.2674
191859001673736,191859001673763,0.0164,0.0067,0.0543,0.045
191912140302728,191912140302782,0.0214,0.0075,0.1252,0.079
192120705646668,192120705646686,0.0065,0.0035,0.0339,0.0268
192216880169552,192216880192556,0.0316,0.0069,39.1963,38.934
192394247293449,192394247293494,0.0255,0.0302,0.6177,0.584
192407042202146,192407042202164,0.007,0.0035,0.0298,0.025
192517136327943,192517136329347,0.0153,0.0058,2.8048,2.4566
192599104559480,192599104559804,0.0108,0.0051,0.8759,0.6318
192667002478945,192667002478954,0.015,0.0076,0.0221,0.0185
192739722028541,192739722041258,0.0218,0.0087,21.6207,22.0732
192859421607976,192859421609677,0.0202,0.0081,4.439,3.1495
193168931594873,193168931597348,0.0075,0.0034,3.9426,4.7002
193296228828289,193296228828298,0.0057,0.0029,0.0174,0.0144
193307496107851,193307496108157,0.0159,0.0067,1.6508,0.4682
193346139895271,193346139895712,0.0114,0.0081,0.7089,0.5933
193387142683718,193387142683781,0.0091,0.0052,0.1054,0.0843
193398131468479,193398131468497,0.0165,0.0066,0.0498,0.0661
193413986316264,193413986316426,0.0201,0.0235,0.2614,0.2149
193539495808538,193539495808583,0.0261,0.012,0.1249,1.0661
193709044915483,193709044915834,0.0147,0.0061,0.5937,0.4433
193855072644195,193855072644519,0.0192,0.0064,0.5117,0.4158
193953437285925,193953437285952,0.0123,0.005,0.0812,0.0378
194021529978333,194021529983337,0.0337,0.0057,8.5907,7.8767
194026398587108,194026398587180,0.0134,0.0054,0.1282,0.1823
194212643647577,194212643647757,0.0128,0.005,0.3796,0.2265
194275626366867,194275626366876,0.0112,0.0057,0.0213,0.0443
194408515332548,194408515332584,0.0104,0.008,0.0676,0.0548
194659966734806,194659966734860,0.0106,0.0078,0.3698,0.2102
194724493598440,194724493804459,0.0238,0.0198,375.5992,340.5133
194794962845584,194794962845845,0.0097,0.0048,0.4146,0.3922
194964472893627,194964472893672,0.0141,0.0059,0.0748,0.0593
194989690814656,194989690814665,0.0452,0.0161,0.1235,0.0642
195182380559496,195182380559649,0.0326,0.0061,0.32,0.3051
195314320319365,195314320319536,0.0178,0.0101,0.7226,0.7662
195567241177546,195567241177564,0.0152,0.0066,0.0344,0.0289
195639238711172,195639238711217,0.0284,0.0085,0.1084,0.0741
195751883439291,195751883439912,0.0104,0.0048,0.9706,0.8227
195976100675436,195976100675463,0.0058,0.005,0.0483,0.0395
196001411267765,196001411275667,0.018,0.0067,14.5701,12.2791
196017656207453,196017656207534,0.0161,0.0064,0.1277,0.1082
196078283984636,196078283984663,0.0224,0.0083,0.055,0.0424
196096874120199,196096874120919,0.0253,0.0104,1.3243,1.0704
196159097350102,196159097350120,0.0129,0.0054,0.0314,0.0267
196414728446708,196414728446780,0.0134,0.0053,0.117,0.0912
196431150444308,196431150444380,0.0151,0.0057,0.1366,0.0965
196462753704700,196462753707004,0.0118,0.0044,3.9339,4.2818
196497604181982,196497604182189,0.0085,0.0036,0.397,0.2725
196625428381230,196625428381302,0.0197,0.0115,0.1652,0.1469
196656022338547,196656022338574,0.0176,0.0057,0.0483,0.0398
196829185973048,196829185973084,0.005,0.0029,0.0541,0.0474
196865743834372,196865743834723,0.0117,0.0038,0.6756,0.6699
196914572885970,196914572887059,0.8361,0.1549,4.7441,2.2789
196996971745980,196996971748059,0.0087,0.0038,4.1442,3.8851
197001093055009,197001093055090,0.0422,0.0132,0.2538,0.2561
197031785104367,197031785104376,0.0064,0.005,0.0187,0.0171
197087080127685,197087080127856,0.0204,0.0072,0.272,0.2156
197280675796482,197280675796824,0.0167,0.0068,0.6875,0.4806
197296964250303,197296964250330,0.0222,0.0066,0.0494,0.0416
197427148716468,197427148716486,0.0122,0.0054,0.0324,0.0272
197601960630738,197601960630783,0.0188,0.0084,0.1058,0.0813
197615769188369,197615769188396,0.0087,0.0041,0.0536,0.0499
197664618819304,197664618819340,0.0116,0.0054,0.0634,0.0516
197686987697491,197686987697914,0.0088,0.0067,0.74,0.5389
197709855296336,197709855296363,0.0091,0.0042,0.0551,0.0386
197787313313743,197787313314337,0.0281,0.0063,0.996,0.8216
197901406453332,197901406523334,0.0387,0.009,116.6008,109.5393
198098484186274,198098484186427,0.0172,0.012,0.3133,0.8018
198137393001373,198137393001733,0.0076,0.0041,0.6012,0.5062
198162384808701,198162384808710,0.0082,0.0043,0.02,0.0184
198186386756098,198186386756809,0.0098,0.0042,1.177,1.1396
198237082711894,198237082711948,0.0132,0.0056,0.1011,0.086
198378041549267,198378041549276,0.0132,0.0053,0.023,0.2758
198549022497892,198549022497928,0.0172,0.0068,0.065,0.0507
198582488548790,198582488548907,0.02,0.0068,0.2069,0.1623
198753221564173,198753221564317,0.016,0.0058,0.2758,0.2386
198770651822469,198770651822496,0.0114,0.0055,0.0704,0.0409
198855144958493,198855144958934,0.0133,0.0059,0.7727,0.5591
198881800288593,198881800288935,0.0134,0.0067,0.526,0.8401
198895361693633,198895361696333,0.0194,0.0073,4.8854,4.5439
198920230805699,198920230805969,0.0132,0.0086,0.4342,0.3537
198975217740181,198975217740811,0.0076,0.0035,1.0451,0.8533
198986115962290,198986115962902,0.0545,0.007,1.1258,1.0843
199041551629454,199041551629544,0.0226,0.0073,0.166,0.1117
199069427082460,199069427082604,0.0195,0.0071,0.2261,0.1835
199160114799259,199160114799295,0.0168,0.0061,0.0652,0.0473
199160276144172,199160276144217,0.0087,0.0067,0.0755,0.061
199253334581142,199253334581214,0.0134,0.0073,0.1488,0.1472
199308164612480,199308164612804,0.0091,0.0045,0.5652,0.469
199489817600618,199489817600681,0.0076,0.0042,0.1085,0.0886
199493408606633,199493408630366,0.0516,0.0141,44.3228,44.9506
199506373474135,199506373474153,0.0133,0.0051,0.0341,0.0324
199522996726561,199522996726615,0.0174,0.0052,0.1147,0.098
199580776503136,199580776503163,0.0144,0.006,0.1065,0.0802
199608536083938,199608536083983,0.0146,0.0064,0.0795,0.0975
199648866486604,199648866486640,0.0111,0.0053,0.0646,0.0532
199944946905538,199944946905583,0.0103,0.0051,0.0907,0.5665
200082509394955,200082509395459,0.0144,0.0058,0.8315,0.6453
200203380483207,200203380483270,0.0182,0.0071,0.175,0.1381
200362496187287,200362496187728,0.0191,0.0096,1.3179,0.546
200364983948791,200364983948917,0.0058,0.0032,0.2063,0.1575
200423765082078,200423765082087,0.0103,0.0046,0.0181,0.0414
200438390854691,200438390854916,0.0074,0.0037,0.4336,0.4215
200456402155580,200456402155805,0.0159,0.0069,0.3769,0.2866
200510242338396,200510242338639,0.0124,0.0052,0.379,0.2992
200787079859023,200787079859032,0.012,0.0052,0.0221,0.0346
200894068050855,200894068055058,0.0086,0.0042,7.8743,8.133
200969437776840,200969437778046,0.0074,0.0035,1.9499,1.9733
201055934239998,201055934283999,0.0161,0.0058,77.3307,69.7068
201070323256649,201070323256694,0.0078,0.0062,0.0985,0.068
201178255854167,201178255854176,0.0074,0.0065,0.0271,0.0182
201237415730198,201237415730819,0.0328,0.0134,2.6964,1.0079
201317552988229,201317552988292,0.0087,0.0038,0.2285,0.1017
201386030204790,201386030204907,0.0127,0.0079,0.2466,0.171
201411412129898,201411412129988,0.0088,0.0041,0.1489,0.109
201432792264204,201432792264240,0.0139,0.0052,0.0684,0.0534
201495863768126,201495863768162,0.0093,0.0044,0.071,0.0546
201592271355669,201592271355696,0.0212,0.014,0.0773,0.0532
201715611465559,201715611465595,0.0775,0.0231,0.1303,0.0911
201782845095095,201782845095509,0.018,0.0065,1.1586,0.9759
201826970915560,201826970915605,0.0103,0.005,0.0852,0.0846
201856706821016,201856706821061,0.0152,0.0071,0.0926,0.0703
201892803331275,201892803331527,0.0134,0.005,0.4188,0.3184
202071791114249,202071791114294,0.0121,0.0054,0.0819,0.0618
202167505125641,202167505126145,0.0174,0.0063,0.811,0.627
202198903389249,202198903389294,0.012,0.0051,0.1165,0.0745
202262034438058,202262034438085,0.0146,0.0048,0.0991,0.0566
202262922851844,202262922854148,0.0587,0.0065,3.8112,4.0343
202332027055710,202332027057015,0.0113,0.0083,2.3826,2.1411
202342387089039,202342387089093,0.016,0.0057,0.0931,0.0693
202427349439717,202427349439771,0.01,0.0075,0.1066,0.1955
202448269621068,202448269621086,0.011,0.0047,0.0341,0.0271
202554224356729,202554224356792,0.0055,0.0028,0.1133,0.0791
202627298908178,202627298908187,0.012,0.0048,0.0207,0.0187
202768922152799,202768922152979,0.0177,0.0074,1.7878,0.2615
202832410376624,202832410376642,0.0091,0.0041,0.0343,0.0265
202835942658715,202835942658751,0.0516,0.0048,0.0954,0.0681
203089892519275,203089892519527,0.0386,0.0054,1.0241,0.3013
203131569837026,203131569837062,0.0084,0.0066,0.1087,0.075
203169561942837,203169561942873,0.0088,0.0042,0.0644,0.0505
203203486200074,203203486200407,0.0163,0.0072,0.5968,0.4325
203483643069536,203483643069563,0.018,0.008,0.0527,0.042
203564603376814,203564603376841,0.01,0.0046,0.0512,0.0382
203598422838503,203598422838530,0.0066,0.0037,0.0482,0.0383
203623538164095,203623538164509,0.0089,0.025,0.8452,0.7077
203735587003370,203735587003703,0.0297,0.0042,0.5209,0.405
203759182703666,203759182706366,0.0154,0.0063,5.2378,4.6796
203945629887514,203945629887541,0.0121,0.0053,0.0471,0.0364
204026359734964,204026359736449,0.0082,0.0041,2.5895,2.3931
204115783289919,204115783289991,0.0095,0.0044,0.1222,0.0914
204152067145079,204152067145097,0.006,0.0047,0.0336,0.0272
204180711864745,204180711864754,0.0137,0.0057,0.0212,0.0167
204208694994435,204208694994453,0.0281,0.0236,0.0672,0.0543
204320142813635,204320142813653,0.0138,0.0058,0.0388,0.0276
204383284144060,204383284144600,0.0089,0.0047,1.0424,0.8184
204399532242109,204399532242190,0.0076,0.0061,0.1591,0.1105
204466402857863,204466402858367,0.0162,0.0069,2.2577,0.756
204595421415620,204595421416025,0.017,0.0105,1.0602,0.7938
204596935036657,204596935036675,0.0108,0.0071,0.0349,0.0289
204669974793705,204669974793750,0.015,0.0054,0.0891,0.0987
204767777697986,204767777698679,0.0113,0.0084,1.2913,1.0346
204855085275884,204855085278458,0.0194,0.0066,4.2336,4.2629
204942709117040,204942709117400,0.0073,0.0039,0.6243,0.5063
204948781696730,204948781697036,0.0192,0.006,0.5,0.4757
204950825755436,204950825755463,0.0106,0.0045,0.0457,0.0366
204988109828152,204988109828215,0.0128,0.0053,0.1082,0.0808
204989298875581,204989298875815,0.01,0.005,0.3696,0.2986
205066648542101,205066648542110,0.0076,0.0037,0.0192,0.0163
205077640134257,205077640134275,0.0122,0.0051,0.0323,0.0268
205123728803726,205123728803762,0.0254,0.0051,0.0992,0.0827
205149054333097,205149054333709,0.0202,0.0087,1.0899,0.8427
205195738873442,205195738874234,0.0148,0.0062,1.4272,1.4441
205201998915878,205201998915887,0.0049,0.0027,0.0183,0.0149
205437772226083,205437772226308,0.0153,0.0067,0.9432,0.2852
205546655226075,205546655226507,0.0168,0.0059,0.6575,0.5323
205553913690538,205553913690583,0.0232,0.0183,0.1237,0.1025
205566136283287,205566136283728,0.0077,0.0039,0.809,0.6662
205593121825052,205593121825205,0.008,0.0035,0.2518,0.1877
205613032945806,205613032945860,0.0084,0.0038,0.0882,0.0721
205620800174854,205620800175448,0.0084,0.0044,0.9074,0.9531
205637654159483,205637654159834,0.0166,0.0064,0.5791,0.4674
205760235781458,205760235781485,0.0259,0.0202,0.0883,0.0622
205858692477227,205858692477272,0.0089,0.0043,0.0899,0.0748
205863460920336,205863460920363,0.0112,0.0115,0.074,0.0396
205869329823510,205869329825013,0.0147,0.0087,2.8147,2.1884
205931977433261,205931977433612,0.013,0.0064,0.5419,0.4848
205978148401464,205978148401644,0.0101,0.0063,0.3263,0.2605
205990336655026,205990336655062,0.0074,0.0037,0.0614,0.0473
206021376652191,206021376652911,0.0165,0.0062,1.17,0.9587
206058356977439,206058356977493,0.0152,0.0076,0.1109,0.0901
206081324952754,206081324954257,0.0248,0.0068,3.1013,2.4914
206112078916940,206112078919046,0.0118,0.0091,4.3291,5.8069
206201179366265,206201179366526,0.0134,0.0103,0.6177,0.4134
206242498055694,206242498055946,0.0173,0.0066,0.4907,0.4182
206287459708998,206287459709889,0.0109,0.0152,1.7867,1.6153
206290682143366,206290682143636,0.0141,0.0049,0.4644,0.3762
206308551169848,206308551169884,0.0117,0.0051,0.069,0.0477
206333079075073,206333079075307,0.0087,0.0064,0.4178,0.3242
206449419289430,206449419290348,0.0122,0.0058,1.4676,1.2907
206555673923138,206555673923183,0.01,0.005,0.24,0.2189
206705605960212,206705605960221,0.0081,0.004,0.0191,0.0161
206825097238947,206825097238974,0.0136,0.0061,0.0482,0.0396
206866533296198,206866533296819,0.0124,0.0067,1.0275,0.8497
207063628526301,207063628526310,0.0324,0.0266,0.0198,0.0173
207081341932010,207081341932100,0.0159,0.0069,0.4147,0.3703
207183935721445,207183935721454,0.0153,0.0064,0.0222,0.02
207306945733552,207306945735235,0.0149,0.0058,2.8153,2.4503
207504016530315,207504016530351,0.0096,0.0043,0.0579,0.0504
207603739545430,207603739550344,0.0115,0.0049,15.5231,12.5127
207652147179155,207652147179515,0.0074,0.004,0.5737,1.2436
207671977136113,207671977136131,0.0105,0.0053,0.0703,0.0317
207778779852098,207778779852809,0.031,0.006,1.1448,1.0701
207900101452960,207900101456029,0.0116,0.0081,6.986,4.9824
207949741529491,207949741529914,0.026,0.0083,0.6942,0.5695
208076364168961,208076364169168,0.0209,0.0072,0.3812,0.3457
208171585226992,208171585229269,0.013,0.0057,4.7261,3.4449
208182338499999,208182338949999,0.0148,0.0055,814.0193,730.84
208234839072116,208234839072161,0.0183,0.008,0.0784,0.0606
208278634913019,208278634913091,0.0115,0.005,0.1171,0.0896
208280876252755,208280876255257,0.0187,0.0061,5.1549,4.6638
208305478978894,208305478978948,0.0092,0.0045,0.1015,0.0716
208343913453298,208343913453829,0.0131,0.0059,1.0094,0.7006
208434720920861,208434720921068,0.025,0.0224,0.3903,0.2526
208436927113516,208436927113561,0.0371,0.0058,0.0739,0.0993
208448357585413,208448357585431,0.0116,0.0049,0.054,0.0431
208468380035138,208468380035183,0.0139,0.0055,0.0757,0.0602
208552307371738,208552307371783,0.0154,0.0056,0.1101,0.0574
