number,solution,myTime,bp1time,bp2time,bp3time
70517,70571,0.0077,0.0037,0.0372,0.0351
70528,70582,0.0078,0.0279,0.0347,0.0771
70529,70592,0.0558,0.0058,0.0381,0.0401
70545,70554,0.0131,0.0091,0.0078,0.0122
70551,71055,0.0145,0.0053,0.2398,0.2452
70555,75055,0.0261,0.0117,2.853,2.7076
70565,70655,0.0058,0.0029,0.0497,0.0508
70574,70745,0.0108,0.0048,0.1249,0.3109
70584,70845,0.0101,0.0048,0.1574,0.1521
70585,70855,0.0146,0.0053,0.1774,0.1833
70598,70859,0.0081,0.0073,0.334,0.3746
70607,70670,0.0043,0.0027,0.0333,0.0362
70615,70651,0.0146,0.007,0.0381,0.0359
70643,73046,0.0162,0.0281,2.5063,2.5884
70653,73056,0.0197,0.0055,1.1868,1.304
70666,76066,0.0099,0.0045,3.035,3.5333
70668,70686,0.0072,0.0036,0.0204,0.0141
70685,70856,0.0079,0.0044,0.0938,0.0967
70695,70956,0.0053,0.003,0.1485,0.1428
70701,70710,0.0058,0.0035,0.0092,0.0089
70702,70720,0.0076,0.0039,0.0142,0.0144
70707,70770,0.0045,0.0027,0.0362,0.039
70737,70773,0.0091,0.0046,0.0251,0.0249
70749,70794,0.0058,0.0031,0.0247,0.0266
70756,70765,0.0291,0.0077,0.0112,0.0095
70764,74067,0.0089,0.004,3.8546,3.8159
70772,72077,0.0154,0.0064,0.7905,0.6542
70776,76077,0.0118,0.0202,3.1232,3.245
70778,70787,0.0053,0.0032,0.0092,0.0085
70785,70857,0.0095,0.0047,0.0418,0.0417
70792,70927,0.0141,0.0056,0.0725,0.0739
70815,70851,0.009,0.0045,0.0251,0.0249
70836,70863,0.0075,0.0038,0.0199,0.0195
70837,70873,0.0109,0.0049,0.0239,0.0259
70838,70883,0.0074,0.0038,0.0289,0.0302
70846,70864,0.0323,0.0082,0.0429,0.0244
70857,70875,0.0101,0.0081,0.0172,0.0161
70879,70897,0.0085,0.0074,0.0125,0.0126
70886,76088,0.0135,0.0059,2.6726,3.0805
70899,70989,0.0072,0.0037,0.0451,0.0648
70903,70930,0.0258,0.0044,0.0303,0.0184
70915,70951,0.0107,0.0058,0.0203,0.0211
70923,70932,0.0052,0.0027,0.0076,0.0072
70931,71039,0.012,0.0054,0.0583,0.0702
70998,78099,0.0325,0.0056,6.3615,3.7947
71027,71072,0.0066,0.0034,0.0253,0.0251
71041,71104,0.0084,0.0043,0.0323,0.0389
71042,71204,0.0143,0.0053,0.1428,0.5026
71047,71074,0.0072,0.0036,0.0199,0.0393
71058,71085,0.0104,0.0044,0.0184,0.0221
71070,71700,0.0109,0.0059,0.4273,0.4733
71071,71107,0.0092,0.0046,0.0255,0.0252
71077,71707,0.012,0.0057,0.357,0.3634
71084,71408,0.0078,0.004,0.1535,0.1829
71089,71098,0.0039,0.0024,0.0068,0.0075
71111,-1,0.0057,0.001,0.0031,0.0023
71137,71173,0.0121,0.0049,0.0241,0.0254
71148,71184,0.0293,0.4035,0.027,0.0229
71152,71215,0.0379,0.0103,0.0627,0.0734
71175,71517,0.2227,0.0072,0.1453,0.169
71182,71218,0.0546,0.0072,0.0249,0.0252
71214,71241,0.007,0.0038,0.0335,0.0188
71223,71232,0.0102,0.0067,0.0101,0.0097
71229,71292,0.0097,0.0046,0.0355,0.0374
71230,71302,0.0156,0.0069,0.0351,0.0393
71234,71243,0.0066,0.0038,0.0081,0.0091
71253,71325,0.0147,0.0059,0.1206,0.0556
71265,71526,0.008,0.0055,0.1347,0.1298
71271,71712,0.0099,0.0049,0.2062,0.2151
71272,71722,0.0093,0.0048,0.235,0.2293
71276,71627,0.0085,0.0043,0.585,0.4541
71284,71428,0.009,0.0047,0.0958,0.093
71296,71629,0.0296,0.0094,0.3105,0.3442
71316,71361,0.0045,0.0027,0.0262,0.0267
71332,72133,0.0067,0.0032,0.6405,0.4647
71338,71383,0.0111,0.005,0.0286,0.0283
71341,71413,0.0144,0.0054,0.0507,0.0465
71350,71503,0.009,0.0044,0.0893,0.098
71360,71603,0.0093,0.0047,0.1461,0.1653
71365,71536,0.0091,0.0043,0.1003,0.1013
71371,71713,0.0083,0.0042,0.1667,0.1728
71395,71539,0.0121,0.0055,0.0945,0.0936
71396,71639,0.0326,0.0059,0.3493,0.152
71413,71431,0.0078,0.0036,0.0152,0.0144
71437,71473,0.0098,0.0046,0.0254,0.0237
71447,71474,0.0068,0.0036,0.0177,0.0187
71460,71604,0.0118,0.0071,0.211,0.2075
71465,71546,0.0373,0.0131,0.1017,0.0937
71476,71647,0.0109,0.0047,0.1006,0.1056
71487,71748,0.0069,0.0219,0.1257,0.1264
71502,71520,0.0066,0.0055,0.0103,0.0124
71514,71541,0.0058,0.004,0.0157,0.0177
71545,71554,0.004,0.004,0.0068,0.0073
71555,75155,0.0136,0.0062,2.8566,3.1088
71556,71565,0.0085,0.0047,0.0186,0.0128
71567,71576,0.0105,0.0048,0.008,0.008
71573,71735,0.0114,0.0049,0.0766,0.0907
71578,71587,0.0072,0.0039,0.0086,0.0083
71580,71805,0.0098,0.0075,0.1545,0.1208
71602,71620,0.009,0.0138,0.0179,0.0215
71622,72126,0.0332,0.0119,0.4811,0.325
71645,71654,0.0089,0.004,0.008,0.0081
71654,74156,0.0149,0.0059,2.7917,1.5842
71678,71687,0.0065,0.0035,0.0087,0.0084
71679,71697,0.0074,0.0038,0.0126,0.0143
71698,71869,0.0118,0.0054,0.0715,0.0841
71699,71969,0.0112,0.0047,0.1316,0.1523
71701,71710,0.0071,0.0037,0.008,0.0082
71704,71740,0.0075,0.0037,0.0217,0.0263
71715,71751,0.0092,0.0042,0.0307,0.024
71720,72017,0.017,0.0098,0.1828,0.1614
71722,72127,0.0138,0.0041,0.2352,0.2423
71730,73017,0.0093,0.0042,1.0237,2.0085
71741,74117,0.0227,0.0041,5.9636,4.5116
71750,75017,0.0119,0.0052,2.241,1.8426
71760,76017,0.01,0.0035,2.1486,2.2983
71766,76167,0.0328,0.0064,2.7514,2.835
71798,71879,0.0201,0.0085,0.0718,0.0758
71803,71830,0.0066,0.0035,0.0187,0.0181
71814,71841,0.0099,0.0049,0.02,0.0198
71815,71851,0.0069,0.0037,0.0224,0.0252
71820,72018,0.0143,0.0041,0.1345,0.1187
71822,72128,0.0129,0.0056,0.1418,0.1482
71825,71852,0.0134,0.0053,0.0191,0.02
71828,71882,0.0083,0.0045,0.0315,0.0362
71831,73118,0.0089,0.0045,0.7017,0.732
71836,71863,0.01,0.0045,0.0138,0.0164
71841,74118,0.0068,0.0035,1.4439,1.2432
71845,71854,0.0098,0.0051,0.0086,0.0081
71860,76018,0.0141,0.0055,2.8665,2.8695
71863,73168,0.0098,0.0049,0.7403,0.7704
71864,74168,0.0084,0.004,1.4989,1.2315
71865,75168,0.0115,0.0051,4.404,3.0713
71866,76168,0.0328,0.0063,2.3679,2.0995
71910,79011,0.008,0.0067,3.4418,3.846
71930,73019,0.0151,0.006,0.6538,0.6007
71941,74119,0.0106,0.0047,1.0764,1.5767
71959,71995,0.0074,0.0035,0.0245,0.0235
71991,79119,0.0201,0.005,4.1812,4.4606
72000,-1,0.0045,0.0008,0.0024,0.0019
72001,72010,0.0125,0.0047,0.0098,0.0106
72020,72200,0.0104,0.005,0.1219,0.1076
72022,72202,0.0107,0.0053,0.0881,0.1051
72048,72084,0.0066,0.0033,0.0223,0.1171
72055,72505,0.0214,0.0047,0.268,0.4625
72061,72106,0.009,0.0043,0.0242,0.0277
72076,72607,0.0124,0.0051,0.2771,0.2901
72086,72608,0.0122,0.0047,0.2863,0.2858
72096,72609,0.0083,0.0043,0.2962,0.31
72115,72151,0.0054,0.0031,0.0222,0.0213
72126,72162,0.021,0.0092,0.0438,0.0435
72127,72172,0.017,0.0056,0.0941,0.0585
72133,72313,0.01,0.0053,0.0905,0.0966
72138,72183,0.007,0.0058,0.0264,0.0309
72140,72401,0.0058,0.0031,0.1477,0.1471
72172,72217,0.0069,0.0036,0.0247,0.0272
72184,72418,0.0187,0.0091,0.2528,0.2609
72206,72260,0.0085,0.0039,0.0256,0.0325
72214,72241,0.0071,0.0039,0.0192,0.0187
72254,72425,0.0178,0.0071,0.0875,0.0912
72257,72275,0.0148,0.0078,0.0116,0.0133
72258,72285,0.0064,0.0035,0.0151,0.0178
72288,72828,0.0115,0.0051,0.4728,0.2636
72294,72429,0.0169,0.0058,0.0905,0.2471
72297,72729,0.0072,0.0064,0.2272,0.2361
72354,72435,0.0064,0.0032,0.045,0.0445
72364,72436,0.0063,0.0032,0.0433,0.043
72365,72536,0.0094,0.0052,0.0944,0.0981
72371,72713,0.0126,0.0053,0.1938,0.3067
72374,72437,0.009,0.0044,0.0415,0.0405
72377,72737,0.0105,0.0043,0.2095,0.2145
72385,72538,0.0121,0.0052,0.0868,0.0909
72394,72439,0.0099,0.0043,0.0382,0.035
72403,72430,0.0056,0.0077,0.023,0.0198
72406,72460,0.007,0.0041,0.0283,0.0317
72440,74024,0.0089,0.0042,0.8688,0.8677
72451,72514,0.0088,0.0043,0.035,0.0357
72493,72934,0.0106,0.005,0.2182,0.2431
72509,72590,0.0405,0.0117,0.0886,0.0545
72515,72551,0.0108,0.0052,0.0254,0.0254
72524,72542,0.0091,0.0049,0.0169,0.0147
72530,73025,0.0112,0.0055,0.2465,0.2935
72535,72553,0.0108,0.0047,0.0208,0.02
72543,73245,0.0103,0.005,0.3904,0.4141
72583,72835,0.0091,0.0044,0.1506,0.1512
72584,72845,0.0123,0.014,0.3213,0.1749
72592,72925,0.0636,0.1352,0.7597,0.3347
72613,72631,0.0051,0.0028,0.0126,0.0125
72639,72693,0.0067,0.0055,0.0295,0.0416
72647,72674,0.0082,0.0042,0.0223,0.0219
72656,72665,0.007,0.004,0.0091,0.0085
72661,76126,0.0094,0.0043,1.9979,2.3715
72665,75266,0.0094,0.0737,1.3265,1.4209
72675,72756,0.0075,0.0059,0.0498,0.1219
72684,72846,0.0059,0.0032,0.0923,0.0901
72701,72710,0.0085,0.0066,0.0078,0.0083
72707,72770,0.0063,0.0038,0.0363,0.1277
72708,72780,0.0115,0.0046,0.0432,0.0454
72710,77012,0.0322,0.0076,3.1358,2.3591
72720,77022,0.0071,0.006,2.0599,2.1548
72730,73027,0.0091,0.0041,0.1389,0.1595
72732,73227,0.0067,0.0031,0.2374,0.2559
72737,72773,0.0079,0.0042,0.0302,0.0247
72738,72783,0.0087,0.0043,0.0302,0.3619
72746,72764,0.01,0.0047,0.0159,0.0158
72752,75227,0.0105,0.0036,1.4083,1.6226
72771,77127,0.0095,0.0043,2.2303,2.5399
72776,76277,0.0157,0.0067,1.8153,1.7004
72788,72878,0.0097,0.0034,0.0533,0.0561
72790,72907,0.0094,0.0046,0.0502,0.1122
72792,72927,0.015,0.0063,0.1217,0.1273
72793,72937,0.0087,0.0043,0.0848,0.0812
72796,72967,0.0093,0.0088,0.1006,0.0883
72811,78112,0.0319,0.0063,3.4299,2.7303
72827,72872,0.0108,0.0052,0.0424,0.0527
72840,74028,0.1149,0.0095,0.737,2.9182
72845,72854,0.0096,0.0052,0.0107,0.0103
72854,74258,0.0096,0.0049,0.7453,0.8355
72856,72865,0.0088,0.0047,0.0101,0.009
72875,75278,0.0242,0.0052,1.6327,1.3614
72879,72897,0.0079,0.0043,0.0124,0.0129
72884,74288,0.0107,0.005,0.7093,0.6996
72894,72948,0.0068,0.0036,0.031,0.0308
72896,72968,0.0072,0.0068,0.0448,0.0454
72915,72951,0.0053,0.0029,0.0209,0.0239
72917,72971,0.0142,0.0057,0.0378,0.0386
72919,72991,0.0046,0.0044,0.0385,0.0402
72938,72983,0.0125,0.008,0.0396,0.0675
72949,72994,0.0106,0.0055,0.0274,0.0265
72950,75029,0.023,0.0115,1.6965,1.846
72964,74269,0.0082,0.0037,0.6773,0.7413
72977,77279,0.0148,0.0055,2.4595,2.5663
72978,72987,0.0081,0.0041,0.0097,0.0089
72979,72997,0.0039,0.0024,0.0116,0.0118
73013,73031,0.0081,0.0044,0.0126,0.0135
73015,73051,0.0055,0.0047,0.0351,0.0394
73028,73082,0.0064,0.0031,0.0321,0.0335
73061,73106,0.0072,0.0091,0.0283,0.0276
73070,73700,0.0074,0.0035,0.2812,0.3452
73081,73108,0.0153,0.0062,0.0247,0.0231
73087,73708,0.0089,0.004,0.3456,0.9972
73089,73098,0.0108,0.0092,0.009,0.0106
73099,73909,0.0087,0.0045,0.5145,0.7277
73103,73130,0.0075,0.0429,0.0183,0.0199
73122,73212,0.0113,0.0046,0.05,0.0519
73142,73214,0.0117,0.0055,0.0437,0.0448
73161,73611,0.0276,0.0068,6.9437,0.4532
73172,73217,0.0236,0.0068,0.0549,0.0479
73177,73717,0.0085,0.0045,0.2931,0.3068
73200,-1,0.0193,0.0029,0.0074,0.004
73218,73281,0.0073,0.0039,0.0344,0.0361
73223,73232,0.0052,0.0029,0.0071,0.0075
73231,73312,0.008,0.0041,0.0431,0.0462
73233,73323,0.0112,0.0046,0.0457,0.0501
73245,73254,0.016,0.0035,0.1212,0.0106
73261,73612,0.0331,0.0246,0.3758,0.3254
73262,73622,0.0141,0.0067,0.1501,0.1777
73285,73528,0.011,0.0053,0.1298,0.124
73294,73429,0.0162,0.0058,0.0828,0.085
73296,73629,0.0071,0.0037,0.1864,0.2393
73297,73729,0.0079,0.0062,0.2092,0.2192
73298,73829,0.0077,0.0042,0.2792,0.6009
73308,73380,0.0106,0.0049,0.0353,0.0391
73315,73351,0.0116,0.0061,0.0192,0.0212
73332,-1,0.0053,0.001,0.0029,0.0019
73338,73383,0.0062,0.0035,0.0365,0.029
73372,73723,0.0144,0.0066,0.1789,0.1776
73400,74003,0.0086,0.004,0.3019,0.3214
73412,73421,0.0103,0.005,0.0163,0.0101
73416,73461,0.0095,0.0044,0.0268,0.0304
73417,73471,0.0111,0.0056,0.0305,0.031
73426,73462,0.0075,0.0048,0.0212,0.0221
73446,73464,0.0078,0.0042,0.0136,0.0145
73449,73494,0.0045,0.0027,0.0263,0.0267
73459,73495,0.0074,0.0042,0.0225,0.0242
73466,73646,0.0323,0.0109,0.2186,0.2016
73471,73714,0.008,0.0041,0.1801,0.1318
73475,73547,0.0067,0.0032,0.0322,0.0385
73486,73648,0.0087,0.004,0.0865,0.1127
73503,73530,0.0053,0.0032,0.0165,0.017
73520,75023,0.0107,0.0056,0.7189,0.9756
73521,75123,0.0065,0.0034,0.8363,0.8774
73574,73745,0.0136,0.0077,0.0965,0.099
73576,73657,0.0103,0.0051,0.0456,0.0517
73583,73835,0.0084,0.0037,0.1427,0.1564
73587,73758,0.0074,0.0038,0.0941,0.1031
73591,73915,0.0062,0.003,0.1631,0.1703
73592,73925,0.0097,0.0051,0.18,0.1942
73601,73610,0.0073,0.0041,0.0092,0.009
73634,73643,0.0062,0.0032,0.0079,0.0071
73645,73654,0.0057,0.0031,0.0074,0.0082
73646,73664,0.0123,0.005,0.015,0.0156
73662,76236,0.0175,0.0065,1.4036,1.8466
73669,73696,0.0042,0.0042,0.0203,0.017
73674,73746,0.0073,0.0037,0.0362,0.0406
73675,73756,0.0378,0.0143,0.1564,0.1127
73680,73806,0.0171,0.0075,0.066,0.0706
73685,73856,0.0068,0.0036,0.0996,0.0983
73689,73698,0.0067,0.0039,0.0106,0.0085
73698,73869,0.0093,0.0041,0.0976,0.1036
73699,73969,0.0065,0.0031,0.1416,0.1404
73701,73710,0.0074,0.0041,0.0094,0.0146
73703,73730,0.0063,0.0035,0.0185,0.0179
73710,77013,0.0086,0.004,1.8066,1.9498
73733,77333,0.0158,0.0066,1.6186,2.046
73734,73743,0.0082,0.0039,0.0095,0.0083
73742,74237,0.0081,0.0065,0.2003,0.2413
73765,75367,0.0098,0.004,1.6707,1.7907
73789,73798,0.0066,0.0038,0.0088,0.008
73796,73967,0.0083,0.0044,0.1303,0.1013
73803,73830,0.0046,0.0024,0.0162,0.0154
73813,73831,0.0269,0.0086,0.0269,0.0235
73821,78123,0.0085,0.0044,2.2007,5.498
73826,73862,0.0081,0.0039,0.0246,0.0254
73829,73892,0.0103,0.0052,0.1204,0.1226
73842,74238,0.0085,0.0057,0.2471,0.6088
73875,75378,0.0401,0.0128,1.3777,0.929
73892,73928,0.0088,0.004,0.0232,0.0238
73895,73958,0.006,0.0034,0.036,0.0361
73896,73968,0.007,0.0037,0.0418,0.0437
73925,73952,0.0098,0.0045,0.0193,0.0246
73928,73982,0.0165,0.0049,0.0372,0.0348
73929,73992,0.0062,0.0035,0.0424,0.0418
73930,79033,0.0072,0.0037,2.7964,2.8036
73940,74039,0.0094,0.0046,0.0526,0.06
73943,74339,0.0088,0.0041,0.1998,0.2596
73944,74349,0.007,0.0033,0.2011,0.2126
73951,75139,0.0207,0.0074,0.6669,0.7603
73953,75339,0.0115,0.0051,0.8859,1.155
73965,75369,0.0164,0.0071,0.6821,0.6951
73967,73976,0.0074,0.0038,0.0085,0.0086
73970,77039,0.0221,0.0055,1.9644,1.5793
73971,77139,0.0145,0.0056,4.4765,1.8883
73974,74379,0.0115,0.0062,0.6218,0.2368
73977,77379,0.0095,0.0046,1.6576,1.9256
73987,77389,0.0159,0.006,2.2269,3.812
73998,78399,0.0076,0.004,2.8471,2.7364
74007,74070,0.0138,0.0054,0.0381,0.3163
74009,74090,0.0047,0.0028,0.0376,0.0464
74038,74083,0.0107,0.0046,0.1293,0.0694
74039,74093,0.0059,0.0032,0.0309,0.0347
74057,74075,0.0046,0.0028,0.0126,0.0134
74070,74700,0.0087,0.0044,0.3094,0.3552
74072,74207,0.0088,0.004,0.0664,0.0709
74089,74098,0.0068,0.0034,0.008,0.008
74110,-1,0.0086,0.0087,0.0053,0.0029
74113,74131,0.0294,0.0061,0.0124,0.0146
74116,74161,0.0066,0.0036,0.0255,0.0258
74118,74181,0.0066,0.0035,0.0354,0.0362
74126,74162,0.0076,0.0041,0.0476,0.0714
74135,74153,0.0045,0.0026,0.0115,0.0118
74142,74214,0.0118,0.0054,0.0446,0.0478
74156,74165,0.0145,0.0067,0.0081,0.009
74163,74316,0.0261,0.0043,0.0807,0.082
74169,74196,0.0094,0.0052,0.0174,0.0186
74173,74317,0.0055,0.0027,0.0769,0.0782
74185,74518,0.0105,0.0051,0.1283,0.1576
74189,74198,0.0083,0.0054,0.0087,0.0085
74190,74901,0.0085,0.004,0.3526,0.3705
74194,74419,0.0075,0.0037,0.1493,0.1382
74202,74220,0.0047,0.003,0.0125,0.0117
74206,74260,0.0076,0.0048,0.0416,0.0377
74210,-1,0.0065,0.001,0.0032,0.0021
74214,74241,0.0048,0.0027,0.017,0.0178
74215,74251,0.005,0.0029,0.0216,0.0234
74217,74271,0.016,0.0052,0.0356,0.0344
74236,74263,0.0071,0.0036,0.0178,0.0182
74240,74402,0.009,0.004,0.0686,0.1038
74263,74326,0.0054,0.0029,0.0271,0.0315
74267,74276,0.0086,0.0038,0.0097,0.0089
74279,74297,0.0081,0.0041,0.0163,0.0185
74288,74828,0.0079,0.0041,0.2718,0.2935
74323,74332,0.0045,0.0026,0.0074,0.0078
74337,74373,0.0078,0.004,0.0232,0.0248
74350,74503,0.0099,0.0046,0.0883,0.0903
74359,74395,0.0104,0.0054,0.0209,0.0222
74389,74398,0.0114,0.0049,0.01,0.0091
74394,74439,0.01,0.0049,0.0264,0.0316
74402,74420,0.0094,0.0049,0.0152,0.0127
74430,-1,0.0127,0.0029,0.0057,0.0038
74441,-1,0.0064,0.0011,0.0036,0.0035
74447,74474,0.0113,0.0062,0.0239,0.0247
74449,74494,0.0078,0.0132,0.0528,0.1744
74457,74475,0.0111,0.0084,0.0116,0.0132
74463,74634,0.0368,0.0137,0.2263,0.1564
74468,74486,0.0125,0.0066,0.0163,0.0187
74471,74714,0.0086,0.0042,0.1126,0.1355
74479,74497,0.0072,0.0035,0.0164,0.014
74488,74848,0.0459,0.0126,0.4715,0.278
74491,74914,0.0094,0.0046,0.2258,0.2619
74502,74520,0.0057,0.0032,0.0133,0.014
74527,74572,0.0049,0.0029,0.0256,0.0263
74530,75034,0.0104,0.0049,0.3323,0.2979
74539,74593,0.0069,0.0041,0.0336,0.0349
74548,74584,0.0073,0.0061,0.0212,0.0217
74567,74576,0.009,0.0042,0.009,0.0242
74572,74725,0.006,0.0031,0.0785,0.0823
74573,74735,0.0073,0.0043,0.087,0.0917
74593,74935,0.015,0.005,0.3175,0.3988
74597,74759,0.0145,0.0056,0.0989,0.1207
74602,74620,0.0126,0.006,0.014,0.015
74606,74660,0.0067,0.0036,0.0336,0.0359
74610,76014,0.0095,0.0047,0.7969,1.1359
74636,74663,0.0259,0.0148,0.0982,0.0265
74642,76244,0.0076,0.0041,0.8808,1.0119
74663,76346,0.0129,0.0056,0.9604,1.005
74674,74746,0.0114,0.0051,0.0467,0.0453
74675,74756,0.0273,0.006,0.0554,0.0582
74694,74946,0.0063,0.0033,0.1056,0.1287
74723,74732,0.0067,0.0037,0.0087,0.0081
74731,77134,0.0072,0.0038,1.2911,1.3721
74751,75147,0.0116,0.0052,0.2314,0.2381
74755,75457,0.0142,0.0057,0.3685,0.411
74767,74776,0.0122,0.0052,0.0102,0.0091
74782,74827,0.0086,0.0046,0.0299,0.0312
74791,74917,0.0128,0.0056,0.1312,0.0769
74809,74890,0.01,0.0046,0.045,0.0464
74811,78114,0.0141,0.006,2.1481,2.2195
74813,74831,0.008,0.0042,0.0199,0.0135
74817,74871,0.0062,0.0039,0.0315,0.0324
74823,74832,0.0079,0.0032,0.0076,0.0075
74833,78334,0.0104,0.0049,2.2289,2.9894
74838,74883,0.0097,0.0042,0.0316,0.0286
74842,78244,0.0101,0.0212,1.8231,3.0492
74843,78344,0.013,0.0049,1.6232,1.8607
74859,74895,0.012,0.0048,0.0248,0.0244
74861,76148,0.0105,0.0052,0.8054,0.7446
74863,76348,0.0159,0.0068,0.9167,1.1629
74871,77148,0.0107,0.0049,1.426,1.1392
74884,78448,0.0076,0.0039,1.7244,1.9365
74888,78488,0.0151,0.0333,3.1212,2.7327
74897,74978,0.023,0.0095,0.1043,0.1003
74904,74940,0.0058,0.003,0.0216,0.0242
74923,74932,0.004,0.0027,0.0071,0.0071
74925,74952,0.0088,0.0044,0.0162,0.0214
74940,79044,0.0085,0.0042,4.2539,2.3025
74943,79344,0.0075,0.0039,2.411,2.5079
74950,75049,0.0357,0.0058,0.0971,0.0588
74956,74965,0.0067,0.0033,0.0088,0.0082
74957,74975,0.0137,0.0061,0.0173,0.0166
74959,74995,0.0047,0.0028,0.02,0.0225
74966,76469,0.0139,0.0062,0.8891,0.8934
74972,77249,0.0109,0.0052,1.2026,1.3428
74975,75479,0.012,0.0049,0.2327,0.2612
74999,79499,0.007,0.0034,2.3392,2.5278
75005,75050,0.0075,0.0042,0.0234,0.0254
75010,75100,0.0244,0.0057,0.046,0.0602
75013,75031,0.0089,0.0043,0.0201,0.0143
75018,75081,0.0058,0.0053,0.0318,0.0336
75020,75200,0.0073,0.0038,0.0901,0.0969
75045,75054,0.0187,0.0089,0.0089,0.0103
75059,75095,0.0042,0.0025,0.0213,0.0232
75069,75096,0.0085,0.0045,0.0183,0.0186
75075,75507,0.0151,0.0076,1.5206,0.9717
75078,75087,0.0052,0.0044,0.007,0.008
75082,75208,0.0107,0.0048,0.0623,0.0686
75092,75209,0.011,0.0057,0.0562,0.0602
75098,75809,0.0057,0.0047,0.2727,0.3446
75103,75130,0.0074,0.0036,0.017,0.0168
75114,75141,0.0075,0.0038,0.0181,0.0184
75143,75314,0.009,0.0042,0.0893,0.0931
75148,75184,0.0094,0.005,0.0364,0.046
75155,75515,0.0133,0.0055,0.2104,0.2448
75157,75175,0.0096,0.0042,0.017,0.0153
75172,75217,0.0101,0.0056,0.0306,0.029
75183,75318,0.008,0.0041,0.079,0.0797
75184,75418,0.0147,0.0062,0.0924,0.1125
75194,75419,0.0191,0.0069,0.111,0.1863
75196,75619,0.0138,0.0237,0.224,0.4031
75198,75819,0.01,0.13,1.2237,0.8446
75199,75919,0.0092,0.0043,0.3144,0.3861
75220,-1,0.0051,0.002,0.0026,0.0025
75229,75292,0.0089,0.0045,0.0365,0.0369
75239,75293,0.0055,0.0032,0.0334,0.0369
75243,75324,0.0125,0.0057,0.0386,0.0409
75251,75512,0.0061,0.0035,0.129,0.1289
75270,75702,0.0116,0.0053,0.1886,0.2383
75272,75722,0.007,0.0043,0.2223,0.2531
75276,75627,0.0072,0.0075,0.1744,0.1735
75285,75528,0.0082,0.0039,0.1001,0.2233
75288,75828,0.0091,0.0033,0.2713,0.2894
75292,75922,0.0093,0.0046,0.3578,0.3669
75293,75329,0.0115,0.0052,0.034,0.0236
75296,75629,0.0094,0.0045,0.2065,0.1772
75304,75340,0.009,0.0043,0.0188,0.0225
75311,-1,0.0113,0.0019,0.0026,0.0024
75345,75354,0.0074,0.0038,0.008,0.0086
75349,75394,0.0103,0.0051,0.0252,0.0256
75356,75365,0.0055,0.0031,0.008,0.0078
75365,75536,0.0083,0.0043,0.1213,0.0947
75366,75636,0.0127,0.0067,0.2001,0.1462
75368,75386,0.0076,0.0041,0.0145,0.0143
75370,75703,0.0066,0.0033,0.1674,0.1782
75374,75437,0.0072,0.0037,0.0335,0.0352
75385,75538,0.0082,0.0039,0.0804,0.0873
75387,75738,0.0111,0.0051,0.191,0.2069
75390,75903,0.007,0.0036,0.275,0.2977
75412,75421,0.0076,0.0041,0.0079,0.0078
75439,75493,0.0053,0.005,0.0315,0.0284
75457,75475,0.006,0.003,0.0129,0.013
75466,75646,0.0105,0.0053,0.1129,0.1223
75468,75486,0.0055,0.0031,0.0115,0.0129
75472,75724,0.0085,0.0043,0.1445,0.147
75475,75547,0.0157,0.0067,0.053,0.04
75476,75647,0.0063,0.0036,0.0824,0.1059
75488,75848,0.0122,0.0055,0.2417,0.236
75489,75498,0.0067,0.0036,0.0083,0.0086
75507,75570,0.0063,0.0034,0.0346,0.0374
75514,75541,0.0079,0.0044,0.0151,0.0165
75529,75592,0.0075,0.004,0.0397,0.0424
75537,75573,0.0092,0.0047,0.0231,0.0239
75539,75593,0.0075,0.0039,0.0303,0.0354
75544,-1,0.0052,0.0009,0.0027,0.0019
75552,-1,0.0056,0.0011,0.0033,0.0023
75565,75655,0.0102,0.0056,0.0467,0.049
75568,75586,0.0077,0.0043,0.0114,0.0126
75570,75705,0.0577,0.0547,0.0801,0.2541
75571,75715,0.0098,0.0047,0.0728,0.0854
75596,75659,0.0125,0.0051,0.0368,0.041
75603,75630,0.0048,0.0028,0.0168,0.0185
75606,75660,0.0086,0.0051,0.0272,0.033
75617,75671,0.011,0.0047,0.0379,0.0502
75685,75856,0.0083,0.0042,0.0874,0.1005
75711,77115,0.0193,0.0081,0.7086,0.6961
75713,75731,0.0241,0.0069,0.0157,0.0132
75715,75751,0.007,0.0037,0.0241,0.0231
75718,75781,0.0123,0.0058,0.0812,0.046
75726,75762,0.0046,0.0027,0.0214,0.0216
75732,77235,0.0119,0.0055,1.0922,1.0932
75743,77345,0.0087,0.004,0.9005,1.4569
75748,75784,0.0061,0.0048,0.0194,0.0204
75767,75776,0.0081,0.0046,0.0075,0.0079
75768,75786,0.0381,0.0053,0.0153,0.014
75773,77357,0.0124,0.007,0.9406,0.876
75779,75797,0.0091,0.0038,0.0139,0.0129
75787,75877,0.0108,0.0044,0.0449,0.0488
75788,75878,0.0089,0.0044,0.0474,0.0473
75801,75810,0.0104,0.0049,0.0104,0.0092
75808,75880,0.0048,0.0028,0.0377,0.0387
75818,75881,0.0073,0.0038,0.0454,0.043
75837,75873,0.0096,0.0045,0.0256,0.0244
75842,78245,0.0102,0.005,1.5346,2.7858
75849,75894,0.0065,0.0036,0.0261,0.0268
75861,76158,0.0067,0.0036,0.4039,0.1583
75862,76258,0.0064,0.0051,0.1883,0.2182
